,제목,가수,가사
149,잊지 말아요,백지영,우리 서로 사랑했는데  우리 이제 헤어지네요  같은 하늘 다른 곳에 있어도  부디 나를 잊지 말아요  차가운 바람이 손끝에 스치면  들려오는 그대 웃음소리  내 얼굴 비치던 그대 두눈이  그리워 외로워 울고 또 울어요  입술이 굳어버려서  말하지 못했던 그 말  우리 서로 사랑했는데  우리 이제 헤어지네요  같은 하늘 다른 곳에 있어도  부디 나를 잊지 말아요    눈물이 입을 가려서  말하지 못했던 그 말  우리 서로 사랑했는데  우리 이제 헤어지네요  같은 하늘 다른 곳에 있어도  부디 나를 잊지 말아요  혹시 알고 있나요  뒤돌아서 가슴 쥐고  그댈 보내주던 그 사람  그 사람이 바로 나에요  그 사람을 사랑해줘요  같은 하늘 다른 곳에 있어도  언젠가는 돌아와줘요  우리 서로 사랑했는데  우리 이제 헤어지네요  같은 하늘 다른 곳에 있어도  부디 나를 잊지 말아요  부디 나를 잊지 말아요
150,Bubble Love,MC몽,널 사랑해 너보다 값진 건 없어 널 사랑해 세상누구보다 더 저 하늘에 빛을 따라가다 만난 오직 나를 위한 한사람 톡톡 튀는 우리들의 bubble love kiss 처럼 입술모여 부는 bubble gum 행여나 혹시 그댄 내맘 알까 얼굴만 봐도 뭘 안먹어도 배불러 1 step 2 step in 한걸음 더 니맘을 열어줘 조금만 더 니 목소리만 들어도 난 너무 좋아 끊지말고 통화하자 5분만 더 this sweet bubble love 너무 새콤달콤해 투명한 니맘처럼 너무 깔끔해 crystal clear 널향해 달려 up in the air 날려 날려 don't be afraid blow it away 걱정거리들 모두 밀어내 너와나의 약속 서로를 위로해 마치 엄마 약손 바로 치료돼 널 사랑해 너보다 값진 건 없어 널 사랑해 세상누구보다 더 저 하늘에 빛을 따라가다 만난 오직 나를 위한 한사람 세상은 정글 험한 가시덤불 그 사이 날 막아주는 튼튼한 건물 내 몸과 마음의 치유효과를 높이는 그대는 지상 최대의 내게준 선물 널 위해 살아갈께 i will never stop 눈물조차도 i'll never make it drop 모든걸 담을 사랑의 물방울 커져가는 bubble love never let it pop 길거리를 걷다가도 아침밥을 먹다가도 피곤해서 졸다가도 니 생각만 나 방송을 하다가도 가사를 쓰다가도 노래를 부를때도 니 생각만 나 쓰라린 내게도 이젠 봄이 왔으니 저 물방울처럼 투명해지리 빛은 어둠속에 밝게 빛나니 그대는 내곁에 더 밝게 빛나리 널 사랑해 너보다 값진 건 없어 널 사랑해 세상누구보다 더 저 하늘에 빛을 따라가다 만난 오직 나를 위한 한사람 붕붕 뜨게 i be keepin' it up 계속 배워가고 있어 사랑 지키는 법 내 사랑은 투명한 bubble bubble love 내 사랑은 투명한 bubble bubble love 붕붕 뜨게 i be keepin' it up 계속 배워가고 있어 사랑 지키는 법 내 사랑은 투명한 bubble bubble love 내 사랑은 투명한 bubble bubble love 내 입가에 미소가 떠나질 않아 너 때문에 난 너무나 행복해 저하늘에 빛을 따라가다 만난 오직 나를 위한 한사람
151,바람이 불었으면 좋겠어,길구봉구,웃는 모습이 너무 아름다운 그런 너를 기억하면서 괜찮아 넌 잘할거라 말하던 또 그런 너를 기억하면서 뭐가 그리 내 눈에 깊이 박혔는지 너무 선명해서 이젠 보낼수가 없잖아 바람이 불었으면 좋겠어 널 잊어내도록 널 씻어 내도록 바람이 불었으면 좋겠어 남은 마음까지도 멀리멀리 날아갈 수 있도록 어느새 너의 얼굴을 떠올려 또 그런 나를 바라보면서 뭐가 그리 내눈에 깊이 박혔는지 너무 선명해서 이젠 보낼수가 없잖아 바람이 불었으면 좋겠어 널 잊어내도록 널 씻어 내도록 바람이 불었으면 좋겠어 남은 마음까지도 멀리멀리 날아갈 수 있도록 엉켜버린 나의 마음이 다시금 너로 제자릴 찾아가 워 머릴 흔들어봐도 억지로 다른 생각을 해도 나는 너만 내얘길 들었으면 좋겠어 닿을 수 있도록 널 볼 수 있도록 내얘길 들었으면 좋겠어 흔들 수 있도록 날 볼 수 있도록 바람이 불었으면 좋겠어 내 맘 전해지도록 너에게로 다시 갈수있도록
152,사랑안해,백지영,그럴려고 그랬어 돌아가려고 너의 차가움엔 그래 다 이유 있었던거야 나를 만지는 너의 손길 없어진 이제야 깨닫게 되었어 내 맘 떠나간 것을 설마 하는 그런 미련 때문에 그래도 나는 나를 위로해 이제 이러는 내가 더 가여워 이제라도 널 지울꺼야 기억의 모두를 이제 다시 사랑안해 말하는 난 너와 같은사람 다신 만날 수가 없어서 사랑할수 없어서 바보처럼 사랑안해 말하는 널 사랑한다 나를 잊길바래 나를 지워줘  바보처럼 몰랐어 너희 두사람 아직 기억하려던 그건 그래 다 욕심이야 다짐했건만 매일 아침 눈을 떠 지나간 너에게 기도해 나를 잊지말라고 제발 지금 내가 바라는 하나 내 얘길 너무 쉽게하진마 차라리 나를 모른다고 말해줘 시간 지나 알게 될꺼야 내 사랑의 가치를 이제 다신 사랑 안해 말하는 난 너와 같은 사람 다신 만날 수가 없어서 사랑할 수 없어서 바보처럼 사랑안해 말하는 널 사랑한다 나를 잊길바래 나를 지워줘 내가 없는 내가 아닌 그 자리에 사랑 채우지마 혹시 만날 수가 있다면 사랑할 수 있다면 아프잖아 사랑한다 지켜보며 사랑한다 그 말 한마디를 하지 못해서
153,소나기,아이오아이 (I.O.I),이 비가 머리 위로 쏟아지면 흠뻑 젖고 말겠죠 내 마음도 머물러줘요 아직까진 그대 없이 나 혼자 이 비를 맞기엔 아직 어리고 조금 무서워 금방 그칠 거란걸 뻔히 다 알면서도 그댈 찾네요 이제 그만 다 그칠까 이 빗물도 내 눈물도 비에 젖어 추위에 떨고 싶진 않아요 정말 언젠간 너무 차디찼던 빗물이 따뜻한 눈물이 되어 흘러내리겠죠 괜찮아요 금방 지나갈 소나기죠 그냥 스쳐 지나가는 소나기죠 그런 감정이죠 나 정말 그대를 만나 행복했던 많은 추억들을 빗물에 잃지 않아요 내리는 비가 그칠 때쯤에 그때 다시 만나요 우리 다시 웃으며 함께 있을게요 이제 그만 다 그칠까 이 빗물도 내 눈물도 비에 젖어 추위에 떨고 싶진 않아요 정말 언젠간 너무 차디찼던 빗물이 따뜻한 눈물이 되어 흘러내리겠죠 괜찮아요 금방 지나갈 소나기죠 지금은 흠뻑 젖어가고만 있죠 우산을 필 힘조차 없네요 하지만 우린 알아요 잠시만 울게요 빗물에 기대어 우리의 슬픈 눈물을 그대가 보지 못하게 우리 이제 안녕 이제 그만 다 그칠까 이 빗물도 내 눈물도 비에 젖어 추위에 떨고 싶진 않아요 정말 언젠간 너무 차디찼던 빗물이 따뜻한 눈물이 되어 흘러내리겠죠 괜찮아요 금방 지나갈 소나기죠
154,산책,백예린 (Yerin Baek),한적한 밤 산책하다 보면 어김없이 생각나는 얼굴 반짝이는 별을 모아 그리는 그런 사람  좁다란 길 향기를 채우는 가로등 빛 물든 진달래꽃 이 향기를 그와 함께 맡으면 참 좋겠네  보고 싶어라 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네   대기는 차갑게 감싸고 생생하게 생각나는 그때 안타까운 빛나던 시절 뒤로하고 가던  보고 싶어라 그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네   따뜻한 손 그리고 그 감촉 내가 쏙 들어앉아 있던 그 눈동자 그 마음 아무것도 바라지 않고 사랑을 주던 그가 보고 싶어지네  그리운 그 얼굴 물로 그린 그림처럼 사라지네 보고 싶어라 오늘도 그 사람을 떠올리려 산책을 하네 오늘도 산책을 하네 오늘도 산책을 하네
155,커피 한 잔 할래요,폴킴,Breeze 가벼운 바람이 깨우는 Oh breeze 너의 생각으로 시작하는 My everyday Breath 뭔가 좋은일이 생길것같은 절로 콧노래가 흘러나오는 그런 상상을 하게해 단둘이서 영활보자할까 시시하진 않을까 어떤 얘기로 널 웃게 할까 용기가 없는 나 커피 한 잔 할래요 커피 한 잔 할래요 두 입술 꼭 깨물고 용기 낸 그 말 커피 한잔에 빌린 그대를 향한 나의 맘 보고싶었단 말 하고싶었죠 그대도 같나요 그대 나와 같나요 그대도 조금은 내 생각했나요 오늘은 내가 그댈 더 많이 웃게할게요 이대로 시간이 멈추길 Freeze 그저 흘러가는 시간들 Oh freeze 처음과는 많이 다른 요즘 너와 나 처음 느꼈던 가슴 속 떨림 넌 기억할런지 처음 만났던 그 곳에 가자 추억이 가득한 커피 한 잔 할래요 커피 한 잔 할래요 두 입술 꼭 깨물고 용기낸 그 말 커피 한잔에 빌린 그대를 향한 나의 맘 보고싶었단 말 하고싶었죠 그대도 같나요 그대 나와 같나요 가끔 그 날의 우릴 생각하나요 내가 더 많이 웃게 해 주겠다는 그 약속 아직 나 잊지 않았어요 커피 한 잔 할래요 두 입술 꼭 깨물고 용기 낸 그 말 커피 한잔에 빌린 그대를 향한 나의 맘 보고싶었단 말 하고싶었죠 그대도 같나요 그대 나와 같나요 그대도 조금은 내 생각했나요 오늘은 내가 그댈 더 많이 웃게 할게요 커피 한 잔 할래요
156,세글자 (드라마 '루루공주' 김정은 메인 테마),엠투엠 (M To M),하루 단 하루라도 좋겠어 널 잊고 살수만 있다면 쉴새없는 눈물을 잠근채 나의 그리움을 거둔채  한 번 꼭 한번이면 될텐데 난 참 그 말이 어려웠어 너만 보면 자꾸 바보가 돼 그림자 뒤로 숨게만 돼  내게는 이 세상 제일 슬픈 세글자 차마 너를 향해 줄 수 없던 세글자 매일 내 가슴에 눈물로 썼다가 다시 한숨으로 지우는 말  나 혼자 말하고 나 혼자 듣는 말 끝내 너의 곁엔 닿지도 못할 외로운 말 사랑해 그 세글자가 늘 나를 아프게 해  이젠 제발 좀 그만하자고 다신 아파하지 말자고 시간으로 덮고 또 덮어도 널 가리지는 못하나봐  내게는 이 세상 제일 슬픈 세글자 차마 너를 향해 줄 수 없던 세글자 매일 내 가슴에 눈물로 썼다가 다시 한숨으로 지우는 말  나 혼자 말하고 나 혼자 듣는 말 끝내 너의 곁엔 닿지도 못할 외로운 말 사랑해 그 세글자가 늘 나를 아프게해  내 마음 하늘위에 쓸까 바람에게 말할까 그럼 니가 볼까 너의 곁에 전해질까  어쩌면 이 세상 제일 흔한 세글자 내겐 이렇게도 힘에 겨운 세글자 울음부터 나서 목이 메어와서 꺼내기도 전에 되담는말  천번도 만번도 더 삼킨 한 마디 아마 평생가도 못 다할 짧은 그 한마디 사랑해 그 세글자에 또 이렇게 눈물만 -
157,꿈처럼,벤,나만 홀로 느낀 황홀함일까 그저 바라보는 시선이 무거워 맴도는 발걸음 여전히 네가 보고 싶어 i need your mind I remember 차가웠던 그 날 자꾸 떨리는 내 가슴이 혼자 울까봐 눈을뜨면 희미해져버릴 꿈처럼 놔줘 그게 아니면 곁에있어줘 무거워진 어깰 내게 보이며 미워하지도 못하게 막아선 너 따갑게 스치는 새벽에 네가 보고 싶어 i need your mind I remember 차가웠던 그 날 자꾸 떨리는 내 가슴이 혼자 울까봐 눈을뜨면 희미해져버릴 꿈처럼 놔줘 그게 아니면 곁에있어줘 울어서 좋을게 없는데 깊게 새긴 흔적이 서러워 혹시 몰라 그대가올까 봐 I remember 슬퍼보였던 날 자꾸 떨리는 내 어깨를 네가 볼까봐 눈을뜨면 희미해져버릴 꿈처럼 놔줘 그게 아니면 곁에있어줘 지금
158,소녀,오혁,내 곁에만 머물러요 떠나면 안돼요 그리움 두고 머나먼 길 그대 무지개를 찾아올 순 없어요 노을 진 창가에 앉아 멀리 떠가는 구름을 보면 찾고 싶은 옛 생각들 하늘에 그려요 음 불어오는 차가운 바람 속에 그대 외로워 울지만 나 항상 그대 곁에 머물겠어요 떠나지 않아요 노을 진 창가에 앉아 멀리 떠가는 구름을 보면 찾고 싶은 옛 생각들 하늘에 그려요 음 불어오는 차가운 바람 속에 그대 외로워 울지만 나 항상 그대 곁에 머물겠어요 떠나지 않아요 내 곁에만 머물러요 떠나면 안돼요
159,강변북로,황인욱,강변북로 괜히 생각나는밤 뭐해 헤어지던 그 순간에도 널 바래다 주던 강변북로 니가 좋아했던 노래 처음 잡은 두손 마지막 흘렸던 눈물까지 왜 다 생각나는지 강변북로를 지나서 니가 있던 그곳에 왜 니가없어 난 왜 내곁에 없는 니가 또 생각나는지 강변북로를 지나서 아무리 달려봐도 니가 없는곳에 지금 너에게 가고싶다 나 혼자남은 강변북로 네가없는 우리 좋아했던 신촌역을 지나치다 너의 집 골목길 입맞추던 그때 생각나는지 강변북로를 지나서 니가 있던 그곳에 왜 니가없어 난 왜 내곁에 없는 니가 또 생각나는지 강변북로를 지나서 아무리 달려봐도 니가 없는곳에 지금 너에게 가고싶다 나 혼자남은 강변북로를 계속 달리면 니가 있을까 매달리면 받아줄까 이 마포대교를 지나 아무리 달리고 달려도 왜 왜 니가없어 날 떠나지마 너없인 안될것같아 그때로 돌아간다면 차라리 널 몰랐던 난 어땠을까 이젠 내곁에 없는 너를 다 지워야겠지 강변북로를 지나서 아무리 불러봐도 소리쳐도 니가없어 지금 너에게 가고싶다 나 혼자남은 강변북로
160,U R,태연 (TAEYEON),오랫동안 내 마음엔 구름 가득 비가 내려 따스한 햇살 비추길 간절히 바랬죠 어깨를 적신 빗방울도 마르면 나만 홀로 남겨질까 너무나도 두려웠죠 그댄 빛처럼 비 갠 뒤처럼 내 마음에 떠오르죠 이렇게 Cause you are 내게 내린 빛과 You are 너무 고운 꿈과 일곱 빛으로 온 세상을 더 아름답게 물들여 언제나 Yeah U R 텅 빈 푸른 언덕 위에 무지개는 지붕이 돼 그 아래 가만히 누워 하늘을 보아요 세상 가장 평온함과 처음 느낀 설렘 누구보다 사랑스러워 고갤 돌리면 그대 미소에 나도 몰래 손을 뻗죠 이렇게 Cause you are 내게 내린 빛과 You are 너무 고운 꿈과 일곱 빛으로 온 세상을 더 아름답게 물들여 언제나 Yeah U R 내 창을 적신 비가 그치면 Under the Rainbow 그대 기다리겠죠 차마 난 하지 못했던 얘기 못했던 그 모든 비밀 오늘은 전하고 싶어 You are 항상 나의 곁에 You are 여린 내 맘 속에 더 눈부시게 아름답게 온 밤하늘을 채우는 You're my star Yeah U R Oh U R U R Oh U R
161,이 지금,아이유,이건 비밀이야 아무에게도 고백하지 않았던 이야기를 들려주면 큰 눈으로 너는 묻지 How wow wow Whatever 나 실은 말이야 저기 아득한 미래로부터 날아왔어 쏟아질 듯이 빼곡한 별들 사이를 지나 Fly fly fly 있지 그곳도 사실 바보들 투성이야 아니 매우 반짝이는 건 오히려 Now now now 이 하루 이 지금 우리 눈부셔 아름다워 이 불꽃놀이는 끝나지 않을 거야 Ooh Whatever 흐린 날이면 거짓말처럼 무섭게 깜깜했지 새침데기 태양은 뜨겁기는커녕 peacock Blue blue blue Whatever 매일매일 제멋대로인 바람결을 땋아서 만든 이 나침반이 가리킨 그곳에서 발견 Oh That's you you yes you 있지 저런 건 그저 자그만 돌멩이야 빛이 나는 건 여기 있잖아 Life is cool cool cool 시간은 많아 이대로면 아마 영원히 살 수 있지 않을까 안녕 나의 주인공 그래 너를 만나러 나 짜잔 우아하게 등장 바로 이 하루 이 지금 우리 눈부셔 아름다워 나는 확실히 알아 오늘의 불꽃놀이는 끝나지 않을 거야 우우우 우우우 우우우 우우우 더 놀라운 건 지금부터야
162,해바라기 (Feat. 써니사이드 MJ),가비엔제이,기다릴게 나 여기 있을게 마지막 사랑 난 너란 걸 아니까 잊지마 시간이 흘러도 내게 온다면 다신 널 놓지 않아 사랑 하나밖에 몰라 다른 사랑할 줄 몰라 오직 너 하나만 바라는 바보 누가 내게 말을 해도 너만 들리고 보이는 난 어떡해 나는 웃는 법도 몰라 나는 잊는 법도 몰라 오직 너밖에 난 모르는 바보 너무 사랑했었잖아 정말 사랑했었잖아 니가 떠나가면 난 어떡해 기다릴게 나 여기 있을게 마지막 사랑 난 너란 걸 아니까 잊지마 시간이 흘러도 내게 온다면 다신 널 놓지 않아 차마 죽지 못해 살아 니가 없이 하룰 살아 숨도 쉴 수 없을 만큼 난 아파 누가 내게 그러더라 그러면서 산다더라 왜 난 죽을 만큼 힘든 거니 기다릴게 나 여기 있을게 마지막 사랑 난 너란 걸 아니까 잊지마 시간이 흘러도 내게 온다면 다신 널 놓지 않아 뒤돌아선 발걸음이 편치만은 않았어 이대로 그냥 가면 다시 볼 수 없으니까 좋았던 기억들이 자꾸 눈에 밟혀서 눈물이 차오르고 발목을 붙잡지만 여기서 끝내야 돼 너와 나의 사랑을 아직도 숨을 쉬는 잊지 못할 추억들 가슴이 너무 아파 견딜 수가 없는데 미안해 이 말밖에 나는 할말이 없어 돌아와줘 내 슬픈 사랑아 가슴 쉬도록 널 부르고 있잖아 너에게 하고픈 한마디 너무 사랑해 이 말 너는 듣고 있니 널 사랑해 날 두고 가지마 마지막 사랑 난 너란 걸 아니까 또 다른 누군가 온대도 너 하나면 돼 다신 널 놓지 않아
163,미워도 사랑하니까,다비치,사랑을 선물했더니 이별을 주려하다니 이런 사람이었니 너 왜 이렇게 못됐니 나만 사랑한다면서 우리 사랑 모두 거짓말이니 니가 내게 이럴 줄 몰랐어 여자의 마음을 왜 이렇게 모르니 정말 알다가도 모르는 남자들의 마음을 도대체 알수가 없어 너는 내 남자이니까 니가 내 사랑이니까 다 미안해 다 이해해 헤어지지 말자 밤 늦도록 술 마신다고 담배 좀 그만 피라고 귀찮은 잔소리도 하지 않을게 미워도 사랑하니까  성격이 조금 급하고 속이 좁은 여자란 걸 알잖아 고치려고 노력도 해볼게 화장기가 없는 맨 얼굴을 좋아한 너 화장이 진한 것 같아 거울을 보다가 눈물로 다 지웠어 너는 내 남자이니까 니가 내 사랑이니까 다 미안해 다 이해해 헤어지지 말자 주말에 영화 보자고 늦으면 전화하라고 귀찮은 잔소리도 하지 않을게 미워도 사랑하니까 도대체 니가 얼마만큼 잘난 놈이길래 왜 이렇게 대체 내 마음을 몰라주는데 날 아프게 하는데  늦어도 괜찮으니까 좀 늦어도 괜찮으니까 꼭 돌아온단 약속만 해줘 미워도 사랑하니까 미워도 사랑하니까 아파도 사랑하니까 너는 내 남자이니까 니가 날 안아줘야 해 모든 걸 다 알면서도 속고 또 속아주는게 여자의 마음인 걸 모르니 아파도 사랑하니까 미워도 사랑하니까
164,은하수를 닮은 너에게 (Feat.몰리디),경서예지,황홀한 너의 두 눈을 보면 그 눈에 비친 나는 행복해 웃고만 있네 파도 소리도 들려와 나의 맘이 녹아 이건 마치 영화 속 한 장면 너와 꿈꿔 왔던 바로 그 장면 난 벌써 가슴이 터질 거 같아 어떤 말로도 표현이 안되는 너무 소중한 이 공간 이 느낌 우린 Timeless You Are So Lovely 간직하고 싶어 내 안에 전부 다 새겨 두고 싶어 지금 이 순간 넌 빛으로 다가와 나를 비춰 깜깜했던 내 맘에 길을 열어 준 너 내 소원이 뭐냐면 너의 반이 되었으면 해 약속할 수 있어 끝없는 밤하늘에 별들보다 은하수 개수보다 널 사랑하겠어 하얀 별 저 바다만큼 마음 다해 오직 너만을 아껴줄게 망설이던 내 맘에 다가와준 네게 반해 어두운 밤 넌 나의 Star 가장 밝게 빛나 날 불러주는 너의 목소리 꿈처럼 내 맘 벅차오르네 나 되어줄게 별 어두울 땐 너의 곁 365 지켜 난 조건 없이 너의 편 내 심장은 엄청 지금 이 순간 요동쳐 너의 사랑을 난 느껴 지금 이 순간 넌 빛으로 다가와 나를 비춰 깜깜했던 내 맘에 길을 열어 준 너 내 소원이 뭐냐면 너의 반이 되었으면 해 약속할 수 있어 끝없는 밤 하늘에 별들보다 은하수 개수보다 널 사랑하겠어 하얀 별 저 바다만큼 마음 다해 오직 너만을 아껴줄게 바람에 실려서 전해져오는 느낌들이 내 모든 걸 채우면 어떤 말로 표현 못 할 행복을 느껴 같이 있어도 자꾸만 쏟아지는 니 생각에 웃음이 나 흩날리는 미소가 내 마음을 가득 새하얗게 물들이고 Everyday Everynight 오늘도 내일도 항상 고백할게 변함없이 보여줄게 내 마음 진심을 더해 언제나 너의 옆에 하늘을 수놓은 우리 둘의 이야기 어쩌면 내게 다시는 없을 니가 더욱 소중해져 저 우주 저 별들처럼 어두운 밤 함께 걸어갈 내가 되길 약속할게
165,오르막길,정인,이제부터 웃음기 사라질거야 가파른 이 길을 좀 봐 그래 오르기 전에 미소를 기억해두자 오랫동안 못 볼 지 몰라 완만했던 우리가 지나온 길엔 달콤한 사랑의 향기 이제 끈적이는 땀 거칠게 내쉬는 숨이 우리 유일한 대화일지 몰라 한걸음 이제 한걸음일 뿐 아득한 저 끝은 보지마 평온했던 길처럼 계속 나를 바라봐줘 그러면 견디겠어 사랑해 이 길 함께 가는 그대 굳이 고된 나를 택한 그대여 가끔 바람이 불 때만 저 먼 풍경을 바라봐 올라온 만큼 아름다운 우리 길 기억해 혹시 우리 손 놓쳐도 절대 당황하고 헤매지 마요 더 이상 오를 곳 없는 그 곳은 넓지 않아서 우린 결국엔 만나 오른다면 한 걸음 이제 한걸음일 뿐 아득한 저 끝은 보지마 평온했던 길처럼 계속 나를 바라봐줘 그러면 난 견디겠어 사랑해 이 길 함께 가는 그대여 굳이 고된 나를 택한 그대여 가끔 바람이 불 때만 저 먼 풍경을 바라봐 올라온 만큼 아름다운 우리 길 기억해 혹시 우리 손 놓쳐도 절대 당황하고 헤매지 마요 더 이상 오를 곳 없는 그 곳은 넓지 않아서 우린 결국엔 만나 크게 소리 쳐 사랑해요 저 끝까지
166,Heaven,에일리(Ailee),니가 있는 곳에 나도 함께 할게 니가 가는 곳에 나도 함께 갈게 널 위해서 매일 웃고 널 위해서 기도하고 니 생각에 잠들고 널 부르며 눈을 떠 내 옆에서 지켜주고 내 옆에서 감싸주는 넌 나의 천국인걸 You're my only one way 오직 너를 원해 내가 니 곁에 있음에 감사해 You're the only one babe 힘든 세상 속에 사랑을 알게 해준 너 하나로 나는 행복해 Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven 우리 함께라면 we will never cry never never cry Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven 영원히 둘이서 never gonna be alone 니 품에서 숨을 쉬고 니 품에서 입 맞추고 니 목소릴 들으면 꿈 꾸는 것 만 같아 니 눈에서 알 수 있어 니 사랑을 알 수 있어 넌 나의 천국인걸 You're my only one way 오직 너를 원해 내가 니 곁에 있음에 감사해 You're the only one babe 힘든 세상 속에 사랑을 알게 해준 너 하나로 나는 행복해 Heaven 나만의 사람 그래 나를 지켜줄 사람 어떤 슬픔도 어떤 아픔도 너와 함께 한다면 어느 누구도 난 부럽지 않아 떨리는 두 손을 잡아줘 내가 사는 이유 너니까 You're my only one way 오직 너를 원해 내가 니 곁에 있음에 감사해 You're the only one babe 힘든 세상 속에 사랑을 알게 해준 너 하나로 나는 행복해 Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven 우리 함께라면 we will never cry never never cry Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven Heaven 영원히 둘이서 never gonna be alone oh so alone
167,헤어진 우리가 지켜야 할 것들,김나영,여기 내 머릿속에 스위치 같은 그런 게 있음 좋겠어 눈을 감듯 널 꺼놓게 매일 숨을 쉬듯이 널 사랑했던 나쁜 버릇은 어떡해야 고쳐질까 알아 쉽진 않겠지 한동안 생각날 테고 행여나 울더라도 흔들리진 말자 혹시 내 전화를 기다리거나 취해서 집 앞을 찾아오는 일 안 돼 실수로라도 내 생각 따윈 절대 안 돼 안 돼 안 돼 너 혹시 내 사진을 찾아보거나 나 몰래 내 소식을 검색하는 일 안 돼 이젠 안 돼 우린 안 돼 너와 나 더는 해선 안 되는 일 우릴 알던 누군가 너를 만나 스치듯 나의 안불 묻더라도 웃음으로 웃음으로 받아줄 수 있길 혹시 내 전화를 기다리거나 취해서 집 앞을 찾아오는 일 안 돼 실수로라도 내 생각 따윈 절대 안 돼 안 돼 안 돼 너 혹시 내 사진을 찾아보거나 나 몰래 내 소식을 검색하는 일 안 돼 이젠 안 돼 우린 안 돼 너와 나 잘 한 건진 모르지만 후회할지 모르지만 소리 없이 흐르는 눈물을 잡고 안녕 우리들의 수많은 기념일과 서로의 이름 목소리까지도 자고 나면 모두 다 잊는 거야 모든 걸 잊고 떠나는 거야 널 사랑했지만 보고 싶겠지만 오늘 이후로 우린 없는 거야 아무 일도 아닌 듯이 아무 일도 없던 듯이
168,매일 듣는 노래 (A Daily Song),황치열,힘든 하루 끝에 집 앞에 거리를 서성이다 돋아나는 이 공허함에 그 노래를 um 나도 모르게 또 이렇게 흥얼거리고 있어 아마 너를 애타게 너를 부르듯이 세상에서 이 노래가 제일 좋다며 들려주던 함께 듣던 노래 너무 슬픈 이 노래 매일 듣는 이 노래가 또 매일 울려 이 노래가 널 떠올리게 만들어 다 우리 얘기만 같아서 아무리 귀를 막아봐도 자꾸 맴돌아 듣고 싶지 않아 몸부림쳐도 매일 듣는 노래 시간이 지나도 이 노랜 잊혀지질 않았어 가사 하나 멜로디까지 선명해서 네 앞에서 불러주려 매일 매일 혼자 연습했던 함께 듣던 노래 가슴 아픈 이 노래 매일 듣는 이 노래가 또 매일 울려 이 노래가 널 떠올리게 만들어 다 우리 얘기만 같아서 아무리 귀를 막아봐도 자꾸 맴돌아 듣고 싶지 않아 몸부림쳐도 매일 듣는 노래 딴 얘기 같던 노랫말은 곧 우리가 됐고 그렇게 남은 건 망가진 하루들 아주 작은 방 홀로 틀어 놓은 이 노래로 조심스레 다시 널 불러본다 매일 듣는 이 노래가 또 매일 울려 이 노래가 널 떠올리게 만들어 모두 우리 추억들만 같아서 아무리 귀를 막아봐도 자꾸 맴돌아 듣고 싶지 않아 몸부림쳐도 매일 듣는 노래
169,화려하지 않은 고백,규현 (KYUHYUN),언젠가 그대에게 준 눈부신 꽃다발 그 빛도 향기도 머지않아 슬프게 시들고 꽃보다 예쁜 지금 그대도 힘없이 지겠지만 그때엔 꽃과 다른 우리만의 정이 숨을 쉴거야 사랑하는 나의 사람아 말없이 약속할게 그대 눈물이 마를때까지 내가 지켜준다고 멀고 먼 훗날 지금을 회상하며 작은 입맞춤을 할 수 있다면 이 넓은 세상위에 그 길고 긴 시간속에 그 수많은 사람들중에 오직 그대만을 사랑해 사랑하는 나의 사람아 말없이 약속할게 그대 눈물이 마를때까지 내가 지켜 준다고 멀고 먼 훗날 지금을 회상하며 작은 입맞춤을 할 수 있다면 이 넓은 세상위에 그 길고 긴 시간 속에 그 수많은 사람들중에 오직 그대만을 사랑해 이 넓은 세상위에 그 길고긴 시간 속에 그 수많은 사람들중에 그댈 만난걸 감사해
